name,date,lang,dur,genre,direc,act,c_rate,u_rate,desc,poster
Alien: Covenant,"12 May, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 3 mins, Horror Thriller,Ridley Scott,"['Noomi Rapace', 'Michael Fassbender', 'Katherine Waterston']",3.0,3.2,"A rehash of several elements that made the series work, 'Alien: Covenant' does little to propel it into compelling territory.","https://static.toiimg.com/thumb/msid-61259400,width-219,height-317,imgsize-82467/61259400.jpg"
Guardians of the Galaxy Vol. 2,"05 May, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 18 mins, Action Adventure Comedy,James Gunn,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']",4.0,4.0,"Arguably the most vibrant and whimsical comic book film we’ve seen in a while, ‘Guardians of the Galaxy Vol. 2’ shows us why they are such a big deal on a cosmic level.","https://static.toiimg.com/thumb/msid-61247269,width-219,height-317,imgsize-187612/61247269.jpg"
Smurfs: The Lost Village,"21 Apr, 2017","['Hindi', 'English']",1 hr 29 mins, Comedy Animation Adventure,Kelly Asbury,"['Joe Manganiello', 'Mandy Patinkin', 'Rainn Wilson']",3.0,3.2,,"https://static.toiimg.com/thumb/msid-61271098,width-219,height-317,imgsize-57600/61271098.jpg"
Unforgettable,"21 Apr, 2017",['English'],1 hr 39 mins, Drama Thriller Suspense,Denise Di Novi,"['Katherine Heigl', 'Rosario Dawson', 'Geoff Stults']",2.5,2.6,"Unforgettable looks like a half-hearted attempt at adapting The Hand That Rocks The Cradle and for a thriller, plays it too safe.","https://static.toiimg.com/thumb/msid-61261756,width-219,height-317,imgsize-101400/61261756.jpg"
The Zookeeper's Wife,"21 Apr, 2017",['English'],2 hrs 8 mins, Drama Biography History,Niki Caro,"['Jessica Chastain', 'Johan Heldenbergh', 'Michael McElhatton']",4.0,3.8,"The film is a poignant, true tale of survival that unfolded at the Warsaw Zoo during Germany’s invasion of Poland in the Second World War.","https://static.toiimg.com/thumb/msid-61261625,width-219,height-317,imgsize-45189/61261625.jpg"
Sonata,"21 Apr, 2017","['Hindi', 'English']",1 hr 43 mins,Drama,"Aparna Sen, Actor",,3.0,3.1,"In Sonata, a movie adaptation of Mahesh Elkunchwar’s play, Sen casually invites us into the lives of three women in the their sunset years.","https://static.toiimg.com/thumb/msid-61284438,width-219,height-317,imgsize-134909/61284438.jpg"
Aftermath,"14 Apr, 2017",['English'],1 hr 30 mins, Drama Thriller,Elliott Lester,"['arnold schwarzenegger', 'Maggie Grace', 'Kevin Zegers']",2.5,2.7,"Aftermath, with its promising premise, could have been an intense drama but what you get instead is a wandering, forgettable story that reeks of nothingness.","https://static.toiimg.com/thumb/msid-61283485,width-219,height-317,imgsize-87123/61283485.jpg"
Fast & Furious 8,"12 Apr, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 17 mins, Action Thriller Crime,F. Gary Gray,"['vin diesel', 'dwayne johnson', 'Jason Statham']",3.5,3.6,"Fast and Furious 8 doesn't break new ground, but makes it up by destroying a whole lot of cars and bones along the way.","https://static.toiimg.com/thumb/msid-61257527,width-219,height-317,imgsize-69973/61257527.jpg"
Going In Style,"07 Apr, 2017",['English'],1 hr 36 mins, Comedy Crime,Zach Braff,"['Joey King', 'Morgan Freeman', 'Michael Caine']",3.5,3.3,,"https://static.toiimg.com/thumb/msid-61256077,width-219,height-317,imgsize-145053/61256077.jpg"
Ghost In The Shell,"07 Apr, 2017",['English'],1 hr 47 mins, Action Drama Sci-Fi,Rupert Sanders,"['Scarlett Johansson', 'Sam Riley', 'Pilou Asbaek']",3.0,3.2,This modern revision inspired by the iconic anime is visually arresting but thematically doesn’t progress beyond a dumbed down origin tale.,"https://static.toiimg.com/thumb/msid-61259570,width-219,height-317,imgsize-145172/61259570.jpg"
Colossal,"07 Apr, 2017",['English'],1 hr 50 mins, Thriller Sci-Fi,Nacho Vigalondo,"['Anne Hathaway', 'Dan Stevens', 'Jason Sudeikis']",3.0,3.2,,"https://static.toiimg.com/thumb/msid-61260702,width-219,height-317,imgsize-79768/61260702.jpg"
A Last Conjuring,"31 Mar, 2017","['Hindi', 'English']",1 hr 39 mins, Horror Thriller,Bidisha Chowdhury,,2.0,2.2,,"https://static.toiimg.com/thumb/msid-61283426,width-219,height-317,imgsize-125977/61283426.jpg"
Power Rangers,"31 Mar, 2017",['English'],2 hrs 4 mins, Action Adventure Sci-Fi Fantasy,Dean Israelite,"['Naomi Scott', 'RJ Cyler', 'Ludi Lin']",2.5,2.8,,"https://static.toiimg.com/thumb/msid-61247350,width-219,height-317,imgsize-152524/61247350.jpg"
The Boss Baby,"31 Mar, 2017","['Hindi', 'English']",1 hr 37 mins, Comedy Animation Family,Tom McGrath,"['Steve Buscemi', 'Lisa Kudrow', 'Alec Baldwin']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-61271614,width-219,height-317,imgsize-49475/61271614.jpg"
A Dog's Purpose,"31 Mar, 2017",['English'],1 hr 40 mins, Comedy Drama Adventure,Lasse Hallstrom,"['Britt Robertson', 'Peggy Lipton', 'Dennis Quaid']",3.5,3.5,,"https://static.toiimg.com/thumb/msid-61260756,width-219,height-317,imgsize-112857/61260756.jpg"
The Salesman,"31 Mar, 2017",['English'],2 hrs 3 mins, Drama Thriller,Asghar Farhadi,"['Shahab Hosseini', 'Taraneh Alidoosti', 'Ehteram Boroumand']",4.5,4.0,,"https://static.toiimg.com/thumb/msid-61222964,width-219,height-317,imgsize-124302/61222964.jpg"
Chips,"24 Mar, 2017",['English'],1 hr 37 mins, Action Comedy Crime,"Dax Shepard, Actor","['Michael Pena', 'Kristen Bell', 'Vida Guerra']",2.5,2.5,"A formulaic film, there are no real surprises here and it fails to cash in its chips as far as holding your interest is concerned.","https://static.toiimg.com/thumb/msid-61271353,width-219,height-317,imgsize-61663/61271353.jpg"
Life,"24 Mar, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 43 mins, Horror Thriller Sci-Fi,Daniel Espinosa,"['Jake Gyllenhaal', 'Rebecca Ferguson', 'Ryan Reynolds']",3.5,3.4,‘Life’ is a tautly wound thriller that does little to change the scope of the genre but enough to keep you on the edge of your seat.,"https://static.toiimg.com/thumb/msid-61283398,width-219,height-317,imgsize-58366/61283398.jpg"
Before I Fall,"17 Mar, 2017",['English'],1 hr 49 mins,Drama,Ry Russo Young,"['Zoey Deutch', 'Elena Kampouris', 'Halston Sage']",2.5,2.7,,"https://static.toiimg.com/thumb/msid-61265658,width-219,height-317,imgsize-134393/61265658.jpg"
Beauty and the Beast,"17 Mar, 2017","['Hindi', 'English', 'Tamil']",2 hrs 10 mins, Fantasy Family Musical,Bill Condon,"['Emma Watson', 'Dan Stevens', 'Luke Evans']",4.0,3.8,This is a live-action remake of Disney’s classic love story. ‘Beauty lies within’ is what an enchantress expects a vain and arrogant prince (Dan Stevens) to know.,"https://static.toiimg.com/thumb/msid-61258758,width-219,height-317,imgsize-283408/61258758.jpg"
Kong: Skull Island (3D),"10 Mar, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 1 mins, Action Adventure Fantasy,Jordan Vogt Roberts,"['Brie Larson', 'Tom Hiddleston', 'Samuel L. Jackson']",3.5,3.4,"While this instalment tries to match up to Peter Jackson's 2005 adventure, it lacks its epic cinematic moments, like Kong scaling the Empire State building.","https://static.toiimg.com/thumb/msid-61258120,width-219,height-317,imgsize-101146/61258120.jpg"
Patriots Day,"03 Mar, 2017",['English'],2 hrs 16 mins, Action Drama Thriller History,Peter Berg,"['Mark Wahlberg', 'John Goodman', 'Erica McDermott']",3.5,3.4,"If you have lived in Mumbai or any city in the world that has been a soft target of terrorists, you won’t be able to hold back your tears while watching this emotional thriller.","https://static.toiimg.com/thumb/msid-61262265,width-219,height-317,imgsize-106816/61262265.jpg"
Logan,"03 Mar, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 22 mins, Action Drama Sci-Fi,James Mangold,"['Hugh Jackman', 'Patrick Stewart', 'Boyd Holbrook']",4.0,4.2,What makes the movie different from other superhero flicks is the way director James Mangold has dealt with the subject — without hesitating to show his ageing superheroes go into battle while they fight their own inner demons.,"https://static.toiimg.com/thumb/msid-61271697,width-219,height-317,imgsize-131380/61271697.jpg"
Guardians — The Superheroes,"24 Feb, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 30 mins, Action Adventure Sci-Fi,Sarik Andreasyan,"['Valeriya Shkirando', 'Sanzhar Madiyev', 'Sebastien Sisak']",2.0,2.0,"Take a bowlful of The Avengers, add a teaspoon of the Fantastic Four and sprinkle some X-Men superpowers for taste. And voila! You have Guardians The Superheroes.","https://static.toiimg.com/thumb/msid-61260539,width-219,height-317,imgsize-178371/61260539.jpg"
Lion,"24 Feb, 2017",['English'],2 hrs 0 mins,Drama,Garth Davis,"['Dev Patel', 'Rooney Mara', 'Nicole Kidman']",4.5,4.3,,"https://static.toiimg.com/thumb/msid-61261410,width-219,height-317,imgsize-139037/61261410.jpg"
Jackie,"23 Feb, 2017",['English'],2 hrs 0 mins, Drama Biography,,,4.0,3.6,,"https://static.toiimg.com/thumb/msid-61261132,width-219,height-317,imgsize-49721/61261132.jpg"
Split,"24 Feb, 2017",['English'],2 hrs 0 mins, Horror Drama Thriller,M. Night Shyamalan,"['James McAvoy', 'Haley Lu Richardson', 'Betty Buckley']",4.0,3.8,"Shyamalan takes a calculated risk with ‘Split’ that pays off largely due to a gripping story, and a memorable performance by McAvoy.","https://static.toiimg.com/thumb/msid-61258683,width-219,height-317,imgsize-29833/61258683.jpg"
Silence,"17 Feb, 2017",['English'],2 hrs 41 mins, Drama History,Martin Scorsese,"['Andrew Garfield', 'Adam Driver', 'Liam Neeson']",4.0,3.8,,"https://static.toiimg.com/thumb/msid-61261356,width-219,height-317,imgsize-24695/61261356.jpg"
The LEGO Batman Movie,"17 Feb, 2017",['English'],1 hr 45 mins, Action Comedy Animation,Chris McKay,"['Michael Cera', 'Will Arnett', 'Zach Galifianakis']",4.0,3.8,,"https://static.toiimg.com/thumb/msid-61248376,width-219,height-317,imgsize-131833/61248376.jpg"
Hidden Figures,"17 Feb, 2017",['English'],2 hrs 7 mins,Drama,Theodore Melfi,"['Kevin Costner', 'Kirsten Dunst', 'Glen Powell']",4.0,3.7,Hidden Figures is the incredible story about three extraordinary coloured women-mathematicians who overcome gender and race bias to make space history.,"https://static.toiimg.com/thumb/msid-61265288,width-219,height-317,imgsize-126512/61265288.jpg"
John Wick: Chapter 2,"17 Feb, 2017",['English'],2 hrs 5 mins, Action Thriller Crime,Chad Stahelski,"['Keanu Reeves', 'Bridget Moynahan', 'Ruby Rose']",4.0,4.0,"It might not do much to your brain, but it'll certainly set your heart racing. If you’re in the mood for blood, Wick is your pick.","https://static.toiimg.com/thumb/msid-61260814,width-219,height-317,imgsize-113648/61260814.jpg"
Moonlight,"18 Nov, 2016",['English'],1 hr 51 mins,Drama,Barry Jenkins,"['Naomie Harris', 'Mahershala Ali', 'Trevante Rhodes']",4.0,3.7,,"https://static.toiimg.com/thumb/msid-61267598,width-219,height-317,imgsize-32644/61267598.jpg"
Rings,"10 Feb, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 42 mins, Horror Drama Thriller Mystery,F. Javier Gutierrez,"['Matilda Anna Ingrid Lutz', 'Alex Roe', 'Johnny Galecki']",2.0,2.3,,"https://static.toiimg.com/thumb/msid-61258971,width-219,height-317,imgsize-33383/61258971.jpg"
The Space Between Us,"10 Feb, 2017",['English'],2 hrs 0 mins, Drama Romance Adventure Sci-Fi,Peter Chelsom,"['Asa Butterfield', 'Gary Oldman', 'Carla Gugino']",2.5,2.5,"In ‘The Space Between Us’, the real space ends up being between a great concept on paper, and its actualisation on screen.","https://static.toiimg.com/thumb/msid-61260456,width-219,height-317,imgsize-31432/61260456.jpg"
Kung Fu Yoga,"03 Feb, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 43 mins, Action Comedy Drama Adventure,Stanley Tong,"['Jackie Chan', 'Amyra Dastur', 'Disha Patani']",2.0,2.4,,"https://static.toiimg.com/thumb/msid-61262143,width-219,height-317,imgsize-38219/61262143.jpg"
Resident Evil: The Final Chapter,"03 Feb, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 47 mins, Action Horror Sci-Fi,Paul W. S. Anderson,"['Milla Jovovich', 'Ali Larter', 'William Levy']",3.0,3.0,"Leaner than the previous installments, this film has Alice (Milla Jovovich) has a mission to save the remaining 4,500 people","https://static.toiimg.com/thumb/msid-61249194,width-219,height-317,imgsize-91895/61249194.jpg"
The Great Wall (3D),"03 Feb, 2017","['Hindi', 'English', 'Telugu']",1 hr 43 mins, Action Thriller Adventure,Yimou Zhang,"['Matt Damon', 'Pedro Pascal', 'Willem Dafoe']",3.0,3.0,,"https://static.toiimg.com/thumb/msid-61258198,width-219,height-317,imgsize-124395/61258198.jpg"
The Founder,"20 Jan, 2017",['English'],1 hr 57 mins, Drama Biography History,John Lee Hancock,"['Michael Keaton', 'Linda Cardellini', 'Patrick Wilson']",3.5,3.2,"This business drama falls short of being a powerful biopic but if you are a loyal customer of McDonald’s, a budding businessman or a Michael Keaton fan, you’ll like it.","https://static.toiimg.com/thumb/msid-61258475,width-219,height-317,imgsize-107234/61258475.jpg"
The Crew 3D,"20 Jan, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 6 mins, Action Thriller Adventure,Nikolay Lebedev,"['Danila Kozlovsky', 'Vladimir Mashkov', 'Agne Grudyte']",3.5,3.2,Top-notch effects and an uncompromising second half puts 'The Crew' on par with some of the best action-disaster flicks.,"https://static.toiimg.com/thumb/msid-61283294,width-219,height-317,imgsize-71343/61283294.jpg"
The Bye Bye Man,"20 Jan, 2017",['English'],1 hr 36 mins, Horror Thriller,Stacy Title,"['Douglas Smith', 'Lucien Laviscount', 'Cressida Bonas']",2.0,2.1,"The Bye Bye Man starts out interestingly enough, but quickly jumps genres from college-horror to cheesy slasher film.","https://static.toiimg.com/thumb/msid-61262690,width-219,height-317,imgsize-150261/61262690.jpg"
Live by Night,"13 Jan, 2017",['English'],2 hrs 8 mins, Drama Thriller Crime,"Ben Affleck, Actor","['Scott Eastwood', 'Zoe Saldana', 'Elle Fanning']",3.5,3.1,,"https://static.toiimg.com/thumb/msid-61258032,width-219,height-317,imgsize-50484/61258032.jpg"
xXx: Return of Xander Cage,"14 Jan, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 48 mins, Action Thriller,D.J. Caruso,"['vin diesel', 'Samuel L. Jackson', 'Deepika Padukone']",3.0,3.1,,"https://static.toiimg.com/thumb/msid-61255852,width-219,height-317,imgsize-43247/61255852.jpg"
Friend Request,"06 Jan, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 32 mins, Horror Thriller,Simon Verhoeven,"['William Moseley', 'Brooke Markham', 'Sean Marquette']",2.5,2.4,A popular college student unfriends an unknown girl on a social media website which unleashes a demonic entity that endangers all her friends and family.,"https://static.toiimg.com/thumb/msid-61258440,width-219,height-317,imgsize-29299/61258440.jpg"
A Monster Calls,"06 Jan, 2017",['English'],1 hr 48 mins, Drama Fantasy Animation,J.A. Bayona,"['Liam Neeson', 'Felicity Jones', 'Sigourney Weaver']",4.0,3.7,,"https://static.toiimg.com/thumb/msid-61257082,width-219,height-317,imgsize-43448/61257082.jpg"
Allied,"06 Jan, 2017","['Hindi', 'English']",2 hrs 5 mins, Drama Romance Action,Robert Zemeckis,"['Brad Pitt', 'Lizzy Caplan', 'Marion Cotillard']",3.5,3.2,"This is certainly not a classic like the yesteryear Casablanca, yet if story-telling and subtle performances do it for you, give it a shot.","https://static.toiimg.com/thumb/msid-61263127,width-219,height-317,imgsize-27955/61263127.jpg"
Passengers,"06 Jan, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 56 mins, Thriller Adventure Sci-Fi,Morten Tyldum,"['Jennifer Lawrence', 'Chris Pratt', 'Michael Sheen']",3.5,3.3,It’s a great-looking film with an original idea. Watch it for its stars but it won’t have an astronomical impact on you.,"https://static.toiimg.com/thumb/msid-61256862,width-219,height-317,imgsize-30799/61256862.jpg"
Assassin's Creed,"30 Dec, 2016","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 56 mins, Action Adventure,Justin Kurzel,"['Michael Fassbender', 'Marion Cotillard', 'Michael Kenneth Williams']",3.0,3.2,Hollywood simply can't make the transition from console to cinema as the movie squanders the considerable talents of its cast and crew.,"https://static.toiimg.com/thumb/msid-61247982,width-219,height-317,imgsize-48879/61247982.jpg"
Incarnate,"30 Dec, 2016",['English'],1 hr 26 mins, Horror Thriller,Brad Peyton,"['Carice van Houten', 'Aaron Eckhart', 'David Mazouz']",3.0,2.9,,"https://static.toiimg.com/thumb/msid-61266558,width-219,height-317,imgsize-30703/61266558.jpg"
Sing,"30 Dec, 2016",['English'],1 hr 48 mins, Comedy Animation Musical,Garth Jennings,"['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane']",3.5,3.1,,"https://static.toiimg.com/thumb/msid-61258363,width-219,height-317,imgsize-64699/61258363.jpg"
Collateral Beauty,"16 Dec, 2016",['English'],1 hr 37 mins,Drama,Will SmithActor,"['Helen Mirren', 'Kate Winslet', 'Edward Norton']",3.0,3.1,,"https://static.toiimg.com/thumb/msid-61257394,width-219,height-317,imgsize-34947/61257394.jpg"
Rogue One: A Star Wars Story,"16 Dec, 2016","['Hindi', 'English']",2 hrs 13 mins, Action Adventure Sci-Fi,Gareth Edwards,"['Felicity Jones', 'Ben Mendelsohn', 'Riz Ahmed']",4.0,3.9,,"https://static.toiimg.com/thumb/msid-61247799,width-219,height-317,imgsize-72803/61247799.jpg"
Office Christmas Party,"09 Dec, 2016",['English'],1 hr 44 mins,Comedy,Jennifer AnistonActor,"['Jason Bateman', 'Kate McKinnon', 'Randall Park']",3.0,3.1,This comedy trades genuine laugh-out-loud moments for far-fetched shenanigans with the intent of putting an emphatic ‘X’ in Xmas.,"https://static.toiimg.com/thumb/msid-61262422,width-219,height-317,imgsize-130931/61262422.jpg"
